id,name,domain,status,title,error
139398,Rockcountybrewingco,rockcountybrewingco.com,yes,Rock County Brewing Company,
546823,Steamboat Coffee Roasters | GiftCoffees.com,steamboatcoffee.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
342758,Ode,ode.state.or.us,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
85616,Scandia Citrus LLC,scandiacitrus.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
162818,Scoutingpolaris,scoutingpolaris.nl,yes,Home - Scouting Polaris Heerenveen,,
185026,Tigi Haircare,tigihaircare.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
545491,Eagles Nest Esspresso,glidingeaglemarketplace.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
501762,releviumcorp.com,releviumcorp.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
84288,R.W. Miner Corp.,concept.org,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
547919,Coffee Partners Hawaii,starbuckshawaii.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
147600,Waterstore1,waterstore1.com,yes,"The Water Store - Bottled Water, Coffee Products, & Delivery Services",,
560797,"""Next Level Brands",inc.dbanextlevelhealthsciences,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
179003,Conecuhbrands,conecuhbrands.com,no,,,Empty or low-content body
402549,amzpackaginginc.com,amzpackaginginc.com,yes,"AMZ Packaging Incorporated | packaging products | 5315 Maywood Avenue, Maywood, CA, USA",,
175300,Ggatthefair,ggatthefair.com,yes,Home - Georgia Grown at the Fair,
488336,prioridadlechera.com,prioridadlechera.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
448467,getcovey.com,getcovey.com,yes,Covey: Your AI recruiting tool for sourcing and screening candidates,
112671,Jackfruitday,jackfruitday.com,yes,Jackfruit Day – Celebrating this delicious meat alternative. Declare your independence from meat on July 4th!,
295738,Bagelsandcompany,bagelsandcompany.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
457625,empacadoraelfresno.com.mx,empacadoraelfresno.com.mx,yes,EMPACADORA EL FRESNO,
214947,Autonationtoyotapinellaspark,autonationtoyotapinellaspark.com,yes,"AutoNation Toyota Dealership in Pinellas Park, FL | New & Used Cars For Sale",
551687,"Sweetly Dipped Confections, LLC",sweetlydippedconfections.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
292280,Rillositalianmix,rillositalianmix.com,yes,Spaghetti Sauce - Rillo's Italian Mix,
332131,Staff,staff.gardengrocer.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
533355,Mugs on Milton,mugsonmilton.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
546518,"Pavillion Foods, Inc.",palmsupplyfla.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
108320,Magiccottonusa,magiccottonusa.com,yes,Buy your Cotton Candy Robotic Machine! - Magic Cotton,
324314,Littletasteofhome,littletasteofhome.ca,yes,Little Taste of Home- British and Irish Shop (Calgary),
286991,Gardenscapesbyjoanna,gardenscapesbyjoanna.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
556343,Mediterranean Foods Imports,mfi2012.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
94243,GEA Cosmetic Lab,geacosmeticslab.com,yes,Home - Gea Cosmetic Lab,
508232,The Bodtker Group of Companies Ltd,bodtkergroup.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
311535,SM Enterprises,smenterprises.ca,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
326310,Pinkavenueskincare,pinkavenueskincare.ca,yes,"Pink Avenue Skin Care, Toronto, Ontario, Canada M4G 4H9",
362350,Almanara,almanara.ca,yes,Edge IP Restricted | almanara.ca | Cloudflare,
153033,Coffeehousehobbs,coffeehousehobbs.com,yes,Home | The Coffee House,
516990,Mast Bites,mastbites.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
18035,Kane Export LLC,kaneexportllc.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17"
532438,"El Rancho Pinetop, Inc.",elranchorestaurantpinetop.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
542182,Common Pantry,commonpantry.org,yes,Common Pantry – Serving the North side of Chicago since 1967,,
452051,wwallc.net,wwallc.net,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
13079,The Fish Factory Llc,thefishfactory.net,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
163929,Eatthereal,eatthereal.com,yes,Eat The Real - Meet top chefs and learn how to make their favorite recipes!,,
76570,Mr Printer,mrprinters.co.uk,no,,,Empty or low-content body
534326,Amazing Graze Snack Co.,myamazinggraze.com,yes,myamazinggraze.com,,
560572,Nirvana Foods Inc.,nirvanafoodsinc.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
354312,Blog,blog.openroadautogroup.com,yes,OpenRoad Auto Group - The OpenRoad Blog,,
290798,Friedegglove,friedegglove.com,yes,Fried Egg I'm In Love,,
249209,Soukeltayeb,soukeltayeb.com,yes,Homepage | Souk El Tayeb,,
339783,Diageoworldclasscanada,diageoworldclasscanada.com,no,,"
No element found.
Method: ele()
Arguments: {'locator': 'tag:body', 'index': 1, 'timeout': 10}
Version: 4.1.0.17",
