"id","masked_id","manufacturer_id","product_type","product_type_id","product_identifier","product_identifier_type","name","description","marketing_description","images","minimum_order_volume","minimum_order_volume_type","unit_count","unit_count_type","item_weight","item_weight_unit","ingredients","flavors","packaging_options","additional_info","metadata","external_links","status","created_at","updated_at"
1218,ET35QZ6995,25300,CATEGORY,,"850020805747",,Organic Lion's Mane Mushroom,"Our lion's mane extract delivers an extra-strength dose of 1,125 mg, sourced exclusively from the fruiting body of this remarkable mushroom. It's known to support cognitive function, memory, and mental clarity, helping you stay sharp and focused.",,"{https://images.keychain.com/wlp/ET35QZ6995/49fbdc49-aa87-48c3-999f-56b70977f35d.png,https://images.keychain.com/wlp/ET35QZ6995/f782da43-9f15-4063-b341-5311c53a99dc.png,https://images.keychain.com/wlp/ET35QZ6995/cfe45a03-bcfc-49ee-9f85-7ae61f5582d2.png,https://images.keychain.com/wlp/ET35QZ6995/9b4765a3-18d7-4c37-9b01-f59b6ad622c1.png}",,,6,Unit,2.000,oz,,,{Tincture},,"",,active,2025-02-28 17:42:53.309,2025-02-28 17:42:53.309
1217,"1RLZ1M0BCJ",25300,CATEGORY,,"850020805693",,Organic Chaga Mushroom,"Our chaga extract delivers an extra-strength dose of 1,150 mg, exclusively sourced from the chaga mushroom's fruiting body. It's a natural superfood that supports immune health, vitality, and overall well-being.",,"{https://images.keychain.com/wlp/1RLZ1M0BCJ/7a2c55dd-81ab-45fb-849e-7ac5d6630b16.png,https://images.keychain.com/wlp/1RLZ1M0BCJ/4e427c4a-eb3c-4ddd-9a0d-e9018819607d.png,https://images.keychain.com/wlp/1RLZ1M0BCJ/26ab3a69-41fc-4741-8cfd-4a5d512f4cba.png,https://images.keychain.com/wlp/1RLZ1M0BCJ/9d9cd872-6160-4ee0-af51-35f648c22bb6.png}",,,6,Unit,2.000,oz,,,{Tincture},,"",,active,2025-02-28 17:42:43.509,2025-02-28 17:42:43.509
1216,KBY0RM5F2N,25300,CATEGORY,3760,"850020805846",,Organic Methylfolate 15mg + B12,"Methylfolate Magic: Our blend features 1 mg of L-methylfolate, a biologically active form of folate that's readily absorbed by your body. This powerhouse nutrient supports healthy cell division, DNA synthesis, and mood regulation. B12 Brilliance: Get a boost of 500 mcg of Vitamin B12 from methylcobalamin, the most bioavailable and natural form of B12. It's essential for energy production, nerve health, and cognitive function, all in one convenient bottle.",,"{https://images.keychain.com/wlp/KBY0RM5F2N/57b88d0c-b97f-4ed2-8e75-632dff714743.png,https://images.keychain.com/wlp/KBY0RM5F2N/f2ec1307-a03d-43cf-9ecf-e52f34762daa.png,https://images.keychain.com/wlp/KBY0RM5F2N/caf21566-e305-483e-8548-9c4b9d307e56.png,https://images.keychain.com/wlp/KBY0RM5F2N/0a483a46-ad03-474d-9ebc-8eb2d7c14d26.png}",,,6,Unit,1.000,oz,,,{Tincture},,"",,active,2025-02-28 17:42:34.089,2025-02-28 17:42:34.089
1215,YM88C200WH,25300,CATEGORY,3760,"850020805860",,Organic Methylfolate 1mg + B12,"Methylfolate Magic: Our blend features 1 mg of L-methylfolate, a biologically active form of folate that's readily absorbed by your body. This powerhouse nutrient supports healthy cell division, DNA synthesis, and mood regulation. B12 Brilliance: Get a boost of 500 mcg of Vitamin B12 from methylcobalamin, the most bioavailable and natural form of B12. It's essential for energy production, nerve health, and cognitive function, all in one convenient bottle.",,"{https://images.keychain.com/wlp/YM88C200WH/1e2ac78a-a057-44f1-9dba-48e11e445fd0.png,https://images.keychain.com/wlp/YM88C200WH/05ead8d8-5d7e-40df-ac79-a7de952b0f66.png,https://images.keychain.com/wlp/YM88C200WH/66331280-09fd-4409-b15d-bbaaefd87e25.png,https://images.keychain.com/wlp/YM88C200WH/6a65d925-db71-468c-bc39-50f573a9968d.png}",,,6,Unit,1.000,oz,,,{Tincture},,"",,active,2025-02-28 17:42:24.841,2025-02-28 17:42:24.841
1214,IR7DILSA6O,25300,CATEGORY,3770,"850020805969",,Organic Vitamin C,"Our blend delivers 90 mg of whole food Vitamin C per serving, sourced from acerola cherry and amla berry. It's your natural immune booster, helping you stay resilient all year round.",,"{https://images.keychain.com/wlp/IR7DILSA6O/320138b9-85fa-4fbe-925c-c9df2460342c.png,https://images.keychain.com/wlp/IR7DILSA6O/78eb5496-8394-45c1-b5a8-764206bb1801.png,https://images.keychain.com/wlp/IR7DILSA6O/d904bb6a-d14a-47bc-85fd-d9ee5ece3943.png,https://images.keychain.com/wlp/IR7DILSA6O/30d2047d-8656-43c7-a68a-6ec5f7dd3a0a.png}",,,6,Unit,4.000,oz,,,{Tincture},,"",,active,2025-02-28 17:42:17.171,2025-02-28 17:42:17.171
1213,J4YOUIDQVH,25300,CATEGORY,3760,"850020805884",,Organic Vegan Vitamin B12,"Supercharge Your Energy with a potent 5000 mcg of Vitamin B12 from methylcobalamin per serving, our blend is your go-to source for a natural energy boost. Say goodbye to fatigue and hello to vitality!",,"{https://images.keychain.com/wlp/J4YOUIDQVH/d94db966-bad8-4574-8773-4fdcf131fcc9.png,https://images.keychain.com/wlp/J4YOUIDQVH/5563a773-8a9e-49be-a736-9237940e0708.png,https://images.keychain.com/wlp/J4YOUIDQVH/484759c2-d7b9-4b28-bd37-3bd8e69a5bc6.png,https://images.keychain.com/wlp/J4YOUIDQVH/298a0cf1-7bde-4d62-af1d-b6794c4e2914.png}",,,6,Unit,2.000,oz,,,{Tincture},,"",,active,2025-02-28 17:42:09.583,2025-02-28 17:42:09.583
1212,A8CGFDGSZL,25300,CATEGORY,3750,"850020805952",,Organic Nano Vitamin D3,"Our certified organic Vitamin D3 is not just any supplement; it's nano-processed for enhanced absorption. Using an innovative ultra-sonic vibration technique, we break down the active ingredients into smaller, more absorbable molecules, ensuring your body gets the maximum benefit from each serving.",,"{https://images.keychain.com/wlp/A8CGFDGSZL/5cc83fc6-ad0f-45ca-8e4f-f6f1df352158.png,https://images.keychain.com/wlp/A8CGFDGSZL/339a807b-5d0b-4ae9-9f40-c140b0383daa.png,https://images.keychain.com/wlp/A8CGFDGSZL/21238da9-57ba-4cbf-92f1-a4fce769c4c1.png,https://images.keychain.com/wlp/A8CGFDGSZL/ff389637-2bd6-408d-8fe6-ca8347d27427.png}",,,6,Unit,1.000,oz,,,{Tincture},,"",,active,2025-02-28 17:42:02.108,2025-02-28 17:42:02.108
1211,VAIL3EH742,25300,CATEGORY,3750,"850020805891",,Organic Nano Vitamin K2,"Our certified organic Vitamin K2, boasting 125 mcg per serving, is a powerhouse nutrient derived from MenaQ7 Natural Menaquinone-7. It's your natural choice for supporting bone and heart health, free from common supplement additives.",,"{https://images.keychain.com/wlp/VAIL3EH742/1396107e-efdf-427d-acab-076138750d63.png,https://images.keychain.com/wlp/VAIL3EH742/834098d3-87ff-4bac-a031-37179a48f3ad.png,https://images.keychain.com/wlp/VAIL3EH742/51379eea-1d8e-4a99-9c41-d8c4ba112416.png,https://images.keychain.com/wlp/VAIL3EH742/ec6be100-86e7-481a-b4e8-7cf095e51803.png}",,,6,Unit,1.000,oz,,,{Tincture},,"",,active,2025-02-28 17:41:54.501,2025-02-28 17:41:54.501
1210,DR9VS0XTIN,25300,CATEGORY,3750,"850020805914",,Organic Nano Vitamin D3 + K2,"Our blend combines the best of both worlds - 125 mcg of Vitamin D3 from lichen and 120 mcg of Vitamin K2 from MenaQ7 Natural Menaquinone-7. This powerful synergy supports bone health, cardiovascular wellness, and more, all in one convenient bottle.",,"{https://images.keychain.com/wlp/DR9VS0XTIN/b00c42a4-e13d-4b06-80d5-ea08ed6ce073.png,https://images.keychain.com/wlp/DR9VS0XTIN/5a3ab2fd-ed4e-4c1a-b010-8408939c2078.png,https://images.keychain.com/wlp/DR9VS0XTIN/b7a29ca1-4843-4b4e-8691-4fcb2e22bcca.png,https://images.keychain.com/wlp/DR9VS0XTIN/069715d7-0276-4c71-8b69-d6dadc8e5cb9.png}",,,6,Unit,1.000,oz,,,{Tincture},,"",,active,2025-02-28 17:41:47.158,2025-02-28 17:41:47.158
1209,"16OLAKP1SM",25300,CATEGORY,1479,"850020805792",,Organic Cinna - Date Sprouted Almond Butter,"At Dastony, we believe the tastiest treats can be made with the simplest and purest of ingredients. Made with our signature low-temperature stone grinding technique, this organic almond butter delight is a silky-smooth blend of just 5 ingredients combined to create a cinnamon graham cookie-like flavor. It's a wholesome twist on a classic favorite you'll want to eat by the spoonful.",,"{https://images.keychain.com/wlp/16OLAKP1SM/8c8c4c95-8cbc-4356-a0b6-86b6e8b9e1be.png,https://images.keychain.com/wlp/16OLAKP1SM/78a1122a-b0bf-4ff3-a6cd-e50d7501b419.png,https://images.keychain.com/wlp/16OLAKP1SM/cf20fbc9-3420-4ee1-a9ee-cdcaea46819d.png,https://images.keychain.com/wlp/16OLAKP1SM/1670bed0-2ffa-4af4-a69f-31e72d051704.png,https://images.keychain.com/wlp/16OLAKP1SM/a2e3dca8-02f6-477d-b297-ef4220c96d71.png}",,,12,Unit,8.000,oz,"Sprouted Almonds°, Dates°, Cinnamon°, Sea Salt, Vanilla Bean° °certified Organic",,{Jar},,"",,active,2025-02-28 17:41:38.525,2025-02-28 17:41:38.525
1208,JH47KCX1EL,25300,CATEGORY,390,"850018464987",,Mini Chocolate Truffle Cake,"Our Rawmio Chocolate Truffle Cake is a chocolate lover's dream - Utterly decadent and nearly sinful in its richness and fudge-like texture. At Rawmio, it is our belief that with the right touch, simple and whole ingredients can be handcrafted into something magical. This is why we use only certified organic, vegan, raw, and gluten-free ingredients such as stone-ground cacao, coconut flakes, cashews, and low-glycemic coconut crystals. Our masters have succeeded in crafting a cake that is not only rich in antioxidants and nutrients, but also rivals the flavors you're used to finding in cooked and processed cakes. Just take a look at our ingredients!",,"{https://images.keychain.com/wlp/JH47KCX1EL/7f654752-47e4-41f9-9ba6-973af25edd27.png,https://images.keychain.com/wlp/JH47KCX1EL/f84d38a3-80cf-4bd0-a141-0a324a29801b.jpeg,https://images.keychain.com/wlp/JH47KCX1EL/4dba50bc-5c17-414e-b1f1-068698ff5bc9.png,https://images.keychain.com/wlp/JH47KCX1EL/1445950a-2b19-4062-8563-3954ea082169.png}",,,6,Unit,5.000,oz,"Crust: Raw Coconut Flakes°, Raw Almonds°, Raw Currants°, Raw Cacao° Filling: Raw Coconut Flakes°, Coconut Sugar°, Raw Cashews°, Raw Cacao°, Celtic Sea Salt °certified Organic",,{Box},,"",,active,2025-02-28 17:41:31.183,2025-02-28 17:41:31.183
1207,XP5O8625KW,25300,CATEGORY,390,"850018464970",,Chocolate Truffle Cake,"Our Rawmio Chocolate Truffle Cake is a chocolate lover's dream - Utterly decadent and nearly sinful in its richness and fudge-like texture. At Rawmio, it is our belief that with the right touch, simple and whole ingredients can be handcrafted into something magical. This is why we use only certified organic, vegan, raw, and gluten-free ingredients such as stone-ground cacao, coconut flakes, cashews, and low-glycemic coconut crystals. Our masters have succeeded in crafting a cake that is not only rich in antioxidants and nutrients, but also rivals the flavors you're used to finding in cooked and processed cakes. Just take a look at our ingredients!",,"{https://images.keychain.com/wlp/XP5O8625KW/58eeba05-2e23-4f54-8dfc-b8278743073b.png,https://images.keychain.com/wlp/XP5O8625KW/8dc04e9b-6926-44dd-af64-a8fdacd86e1b.png,https://images.keychain.com/wlp/XP5O8625KW/ad303829-8ec8-476d-adad-bd53d1dfd1b5.jpeg}",,,6,Unit,28.000,oz,"Crust: Raw Coconut Flakes°, Raw Almonds°, Raw Currants°, Raw Cacao° Filling: Raw Coconut Flakes°, Coconut Sugar°, Raw Cashews°, Raw Cacao°, Celtic Sea Salt °certified Organic",,{Box},,"",,active,2025-02-28 17:41:24.878,2025-02-28 17:41:24.878
1206,R7IXVHXINM,25300,CATEGORY,,"850020805631",,White Raw Chocolate Hearts,"Choc full of love! Our raw white chocolate hearts are handcrafted in small batches with fairly traded Peruvian cacao and only the cleanest plant-based ingredients - never any additives, dairy, gluten, or soy. Perfect for snacking straight from the bag, or try melting them down for a vegan white chocolate dip or drizzle.",,"{https://images.keychain.com/wlp/R7IXVHXINM/343ad4d9-6b28-4421-bca7-77838e93f770.png,https://images.keychain.com/wlp/R7IXVHXINM/e21bb00a-0f10-4757-be9e-997adfe71bb3.png,https://images.keychain.com/wlp/R7IXVHXINM/590dc6ae-c6b7-4179-9403-8dc059370e0b.jpeg,https://images.keychain.com/wlp/R7IXVHXINM/8f1bc5c9-69c8-40ef-a59c-56a57f906249.png,https://images.keychain.com/wlp/R7IXVHXINM/b3827a76-5423-461c-8c16-a12b5c8df6aa.jpeg,https://images.keychain.com/wlp/R7IXVHXINM/7832c792-8683-44bb-a985-36d66cbec848.png,https://images.keychain.com/wlp/R7IXVHXINM/f6d88f76-cc8a-4209-80af-5fdb8114aa93.jpeg}",,,18,Unit,2.000,oz,"Raw Cacao Butter°, Cashew Milk Powder °, Coconut Sugar°, Tapioca Inulin °, Raw Cashews°, Sea Salt, Vanilla Bean Powder° °certified Organic",,"{""Resealable Pouch""}",,"",,active,2025-02-28 17:41:13.366,2025-02-28 17:41:13.366
1205,"5GGT74FMGZ",25300,CATEGORY,,"850018464437",,Mint Raw Chocolate Hearts,"A heart is the world's most universal symbol of love, and as chocolate is love made edible, we decided combining the two was about as perfect a combination as there could be. These little bites of mint chocolate bliss are handcrafted, stone ground at low temperatures, and made with organic, fair trade cacao, low-glycemic coconut sugar, and a refreshing infusion of pure organic peppermint essential oil. This is pure, unadulterated Rawmio chocolate love.",,"{https://images.keychain.com/wlp/5GGT74FMGZ/02e346b7-aa80-445c-8645-bd7cd3d9884e.png,https://images.keychain.com/wlp/5GGT74FMGZ/d1a226d2-a79f-4297-84aa-d28b25e2c92c.png,https://images.keychain.com/wlp/5GGT74FMGZ/435d8ccb-a030-4c2a-a432-c651dd67076d.png,https://images.keychain.com/wlp/5GGT74FMGZ/9b4d2d74-4058-497b-9447-fd30a7af5b1f.png,https://images.keychain.com/wlp/5GGT74FMGZ/a85b871d-0188-43dd-9442-b37762e027a8.jpeg}",,,18,Unit,2.000,oz,"Raw Cacao Nibs°, Raw Cacao Butter°, Coconut Sugar°, Medicinal Grade Mint Essential Oil°. °certified Organic",,"{""Resealable Pouch""}",,"",,active,2025-02-28 17:41:04.567,2025-02-28 17:41:04.567
1204,YXR5FHZW2V,25300,CATEGORY,,"850018464420",,Dark Raw Chocolate Hearts,"A heart is the world's most universal symbol of love, and as chocolate is love made edible, we decided combining the two was about as perfect a combination as there could be. These little bites of dark chocolate bliss are handcrafted, stone ground at low temperatures, and are made with organic, fair trade cacao and low-glycemic coconut sugar. This is pure, unadulterated Rawmio chocolate love.",,"{https://images.keychain.com/wlp/YXR5FHZW2V/c90523c8-8c67-41d9-8796-405f56705faf.png,https://images.keychain.com/wlp/YXR5FHZW2V/50d218a4-6c41-4a63-9917-d3b56cac95a2.jpeg,https://images.keychain.com/wlp/YXR5FHZW2V/8b7ec8f7-5c6e-4e1e-a305-a71089645e1a.png,https://images.keychain.com/wlp/YXR5FHZW2V/8490ca2b-2b30-4fe2-a53b-f9f639416f8a.png,https://images.keychain.com/wlp/YXR5FHZW2V/47dca667-2d0b-4520-8b80-db613886dd94.png,https://images.keychain.com/wlp/YXR5FHZW2V/4fc1ea61-d728-4181-803d-0dfffaf7bda6.png,https://images.keychain.com/wlp/YXR5FHZW2V/a5c689ba-acce-4dc1-95f9-c7612fbc6e6e.jpeg,https://images.keychain.com/wlp/YXR5FHZW2V/63008aa2-b273-4721-9951-6e32e400d501.png,https://images.keychain.com/wlp/YXR5FHZW2V/bb15bf97-7077-44f8-8b5f-c2b70cd616a7.png}",,,18,Unit,2.000,oz,"Raw Cacao Nibs°, Raw Cacao Butter°, Coconut Sugar°. °certified Organic",,"{""Resealable Pouch""}",,"",,active,2025-02-28 17:40:50.570,2025-02-28 17:40:50.570
1203,MUQZ5A5IMS,25300,CATEGORY,,"850018464475",,Keto Raw Chocolate Hearts,"Finally! High-quality keto-friendly chocolate that’s made with clean ingredients and actually tastes good. Our keto raw chocolate hearts feature antioxidant-rich raw, heirloom cacao, real vanilla bean, the cleanest plant-based sugar alternatives available, and 6 botanical vegan enzymes to help support optimal digestion. From our heart to yours, enjoy!",,"{https://images.keychain.com/wlp/MUQZ5A5IMS/a6941f41-32ad-48da-8dbc-c4ab89fb4942.png,https://images.keychain.com/wlp/MUQZ5A5IMS/6284ded2-b1fb-4dbc-9c6d-3e3cee62bfaa.png,https://images.keychain.com/wlp/MUQZ5A5IMS/5eaf1a78-be88-4900-9394-d6402a653a36.jpeg,https://images.keychain.com/wlp/MUQZ5A5IMS/f40fe56a-5118-4eb7-8928-385bb15fdc7f.png,https://images.keychain.com/wlp/MUQZ5A5IMS/f6f0f7ac-8b0e-4204-a0c5-752b7f403559.png}",,,18,Unit,2.000,oz,"Raw Peruvian Cacao Nibs°, Sweetened Yacon Cacao Nibs°, Raw Cacao Butter°, Monk Fruit Infused Erythritol°, Vanilla Bean°, Digestive Enzymes° °certified Organic",,"{""Resealable Pouch""}",,"",,active,2025-02-28 17:40:41.530,2025-02-28 17:40:41.530
1202,"6B5GUMH1OY",25300,CATEGORY,390,"850020805495",,Skinny Truffle - Toasted Hazelnut Crunch,A Healthy Raw Chocolate and Nut Butter Delight! Our creamy dreamy toasted hazelnut chocolate butter with a touch ofextra crunch nestled between two layers of 70% dark Peruvian raw chocolate and topped with hazelnut. Made with fairly traded Peruvian cacao and handcrafted with an artisan touch.,,"{https://images.keychain.com/wlp/6B5GUMH1OY/9cd1773d-bb5b-4b5b-972d-e094bf62d33d.png,https://images.keychain.com/wlp/6B5GUMH1OY/40b4b15f-05eb-4d65-9937-bf60c53a7aab.png,https://images.keychain.com/wlp/6B5GUMH1OY/e0ad4433-4e5d-4620-8595-da17fef5b47e.jpeg,https://images.keychain.com/wlp/6B5GUMH1OY/da6df97c-a942-402e-b843-05905806b155.png,https://images.keychain.com/wlp/6B5GUMH1OY/0fcb6f8b-cc5e-4f3f-8e88-c2a74fcbcdaf.png,https://images.keychain.com/wlp/6B5GUMH1OY/d7e71673-2627-40e3-84cb-ec1b6715f5de.jpeg,https://images.keychain.com/wlp/6B5GUMH1OY/daa8cc31-abd5-4e7c-9bac-4ec19cf411b0.png}",,,30,Unit,0.460,oz,"70% Dark Chocolate (cacao Nibs°, Coconut Sugar°, Cacao Butter°), Filling (toasted Hazelnuts°, Coconut Sugar°, Cashews°, Cacao Nibs°, Cacao Butter°) Toasted Hazelnuts °certified Organic",,{Bar},,"",,active,2025-02-28 17:40:30.533,2025-02-28 17:40:30.533
1201,XDGY2Y4BB6,25300,CATEGORY,390,"850020805501",,Skinny Truffle - Superseed Butter,"A Healthy Raw Chocolate and Seed Butter Delight! Our creamy dreamy sesame, sunflower, pumpkin, and chia seed butter nestled between two layers of 70% dark Peruvian raw chocolate. Made with fairly traded Peruvian cacao and handcrafted with an artisan touch.",,"{https://images.keychain.com/wlp/XDGY2Y4BB6/2fad0475-b23a-4c4c-b771-f8b3f2e8cad9.png,https://images.keychain.com/wlp/XDGY2Y4BB6/a346ee2e-120d-4666-9429-f78e6f2d9216.jpeg,https://images.keychain.com/wlp/XDGY2Y4BB6/3b10cb5a-4306-448d-ac24-e59db156257d.png,https://images.keychain.com/wlp/XDGY2Y4BB6/9a478c36-960a-4694-8789-da510d2ed83d.png,https://images.keychain.com/wlp/XDGY2Y4BB6/b2873df5-99b3-4eb0-ad4c-f50cdf31ff7e.png,https://images.keychain.com/wlp/XDGY2Y4BB6/f7df1ca7-d47f-47d2-bb32-dd0187b94800.png,https://images.keychain.com/wlp/XDGY2Y4BB6/7e3ec73d-3229-4acc-b6f0-31e684c52d12.jpeg}",,,30,Unit,0.460,oz,"70% Dark Chocolate (cacao Nibs°, Coconut Sugar°, Cacao Butter°), Filling (sesame Seeds°, Coconut Sugar°, Sprouted Sunflower Seeds°, Sprouted Pumpkin Seeds°, Sesame Protein°, Hemp Protein°, Cacao Butter°, Chia Seeds°, Vanilla Bean°, Sea Salt) °certified Organic",,{Bar},,"",,active,2025-02-28 17:40:18.545,2025-02-28 17:40:18.545
1200,U89TR9DY91,25300,CATEGORY,390,"850020805518",,Skinny Truffle - Sprouted Almond Butter,"A Healthy Raw Chocolate & Nut Butter Delight! Our creamy-dreamy sprouted almond and cashew butter with a hint of hemp protein nestled between two layers of 70% dark Peruvian raw chocolate. Made with fairly traded Peruvian cacao and handcrafted with an artisan touch.

",,"{https://images.keychain.com/wlp/U89TR9DY91/bd8f25e8-710d-4bd7-a015-5976d6003119.png,https://images.keychain.com/wlp/U89TR9DY91/45e3374b-4413-426c-9df7-0357caee3486.png,https://images.keychain.com/wlp/U89TR9DY91/388321ac-b88c-4a7a-96d1-1c862503ce61.png,https://images.keychain.com/wlp/U89TR9DY91/95452394-fb49-4934-b139-59b70b286fc4.png,https://images.keychain.com/wlp/U89TR9DY91/58f107d1-6fcb-4e8c-b173-9517a1b288a0.jpeg,https://images.keychain.com/wlp/U89TR9DY91/4f2fbc1d-c52c-4222-a2f7-b74c99133851.jpeg,https://images.keychain.com/wlp/U89TR9DY91/50a0be91-1410-48f3-bfd3-475a0b25511c.png}",,,30,Unit,0.460,oz,"70% Dark Chocolate (cacao Nibs°, Coconut Sugar°, Cacao Butter°), Filling (sprouted Almonds°, Cashews°, Coconut Sugar°, Hemp Protein°, Cacao Butter°, Vanilla Bean°) °certified Organic",,{Bar},,"",,active,2025-02-28 17:40:07.151,2025-02-28 17:40:07.151
1199,C22D1PJVE5,25300,CATEGORY,1479,"850018464017",,Chocolate Chip Cookie Dough Spread,"We've taken the ultimate comfort food: chocolate chip cookie dough and turned it into the most decadent-yet-healthful nut butter spread imaginable. Raw chocolate chips immersed in creamy cashew and almond butter blend enhanced with energizing maca root, real vanilla bean, and mineral-rich coconut sugar. Open a jar and prepare yourself for bliss.",,"{https://images.keychain.com/wlp/C22D1PJVE5/fb9bdc1c-88e5-4521-856b-3f52eea2751d.png,https://images.keychain.com/wlp/C22D1PJVE5/dc9f3ae7-f2b4-4f5d-a718-bdd3ebeb1582.png,https://images.keychain.com/wlp/C22D1PJVE5/bb75aa1c-9c02-4b3e-b0eb-1999054d672e.jpeg}",,,12,Unit,6.000,oz,"Raw Almonds°, Raw Cashews°, Coconut Sugar°, Maca°, Himalayan Salt, Vanilla Bean Powder°, Raw Chocolate Chips° (cacao Nibs°, Coconut Sugar°, Cacao Butter°) °certified Organic",,{Jar},,"",,active,2025-02-28 17:40:00.866,2025-02-28 17:40:00.866
1198,"0Y0WQVMGIN",25300,CATEGORY,1481,"850018464000",,Chocolate Hazelnut Spread,"Rawmio Chocolate Hazelnut Spread is a decadent handcrafted raw vegan treat that will satisfy your sweet tooth while nourishing your body. Made with just 3 clean, organic ingredients: raw hazelnuts, raw Peruvian cacao nibs, and low glycemic coconut sugar. No palm oil. No refined sugar. No dairy. It's a creamy, versatile chocolate hazelnut spread you can feel great about eating.",,"{https://images.keychain.com/wlp/0Y0WQVMGIN/7d9bb7f8-82cd-4c06-b0e4-96e3792d7d56.png,https://images.keychain.com/wlp/0Y0WQVMGIN/bdccaddf-0147-47b2-bd06-f3fa730ae8cc.png,https://images.keychain.com/wlp/0Y0WQVMGIN/3ceb5725-e203-4aad-a2c3-5fb535319952.png,https://images.keychain.com/wlp/0Y0WQVMGIN/2c3d88df-a679-4669-999a-9cf7e4b1d66d.png,https://images.keychain.com/wlp/0Y0WQVMGIN/d409216f-4f9e-47ad-9b5a-a7cba3b4aaa8.png,https://images.keychain.com/wlp/0Y0WQVMGIN/e256f37a-e59a-44ba-8ba1-d3c5e8b58b4f.png}",,,12,Unit,6.000,oz,"Raw Hazelnuts°, Raw Peruvian Cacao Nibs°, Coconut Sugar° °certified Organic",,{Jar},,"",,active,2025-02-28 17:39:50.789,2025-02-28 17:39:50.789
1197,X3538TBGTR,25300,CATEGORY,1481,"850020805129",,Chocolate Hazelnut Spread,"Rawmio Chocolate Hazelnut Spread is a decadent handcrafted raw vegan treat that will satisfy your sweet tooth while nourishing your body. Made with just 3 clean, organic ingredients: raw hazelnuts, raw Peruvian cacao nibs, and low glycemic coconut sugar. No palm oil. No refined sugar. No dairy. It's a creamy, versatile chocolate hazelnut spread you can feel great about eating.",,"{https://images.keychain.com/wlp/X3538TBGTR/e6f7b5f6-183d-4e87-88ea-ceb7e470050e.png,https://images.keychain.com/wlp/X3538TBGTR/49b41eb3-b9d9-4cbe-81ae-85803caf504d.jpeg,https://images.keychain.com/wlp/X3538TBGTR/44280fa2-5113-4408-a21d-805ed7f3e0eb.jpeg}",,,12,Unit,16.000,oz,"Raw Hazelnuts°, Raw Peruvian Cacao Nibs°, Coconut Sugar° °certified Organic",,{Jar},,"",,active,2025-02-28 17:39:43.971,2025-02-28 17:39:43.971
1196,F27LAUURQE,25300,CATEGORY,2688,"850020805822",,Oat Milk Chocolate Covered Cashews,"Who said milk chocolate needs any dairy? Our NEW organic oat milk chocolate-covered treats are made with only wholesome plant-based ingredients for that perfect fusion of indulgence and health. Experience the perfect blend of taste and texture with our Oat Milk Chocolate Covered Cashews. These luscious cashews are tumbled in our velvety-smooth, house-made oat milk chocolate for a crave-worthy and elevated snack. Every one of our chocolate-covered treats is made with fairly-traded Peruvian cacao and is free of all dairy, refined sugar, and additives (yep, even glazes and soy lecithin) for equal parts clean, ethical, planet-friendly, and delicious!",,"{https://images.keychain.com/wlp/F27LAUURQE/0bbefdfa-9824-4027-b32b-188b8d88c71d.png,https://images.keychain.com/wlp/F27LAUURQE/f9b80e6e-468f-451b-b5ed-c3e6a5a55e31.jpeg,https://images.keychain.com/wlp/F27LAUURQE/ae2275c0-0615-4785-b5e2-39c51c54883a.png,https://images.keychain.com/wlp/F27LAUURQE/e6ad683b-195a-4998-a425-72fc51ce8b2e.png,https://images.keychain.com/wlp/F27LAUURQE/16d53657-e1ea-4e17-9698-776d7766630a.png,https://images.keychain.com/wlp/F27LAUURQE/53e5b6c2-e400-45fd-92b0-b0607ed5d5e0.png,https://images.keychain.com/wlp/F27LAUURQE/61a81ac1-e3ce-424f-a907-ae974cd138ac.png}",,,18,Unit,2.000,oz,"Cashews°, Oat Milk Chocolate° (raw Cacao Butter°, Coconut Sugar°, Raw Cacao Nibs°, Oat Milk Powder°, Lucuma Powder°, Vanillla Bean Powder °, Sea Salt). °certified Organic",,"{""Resealable Pouch""}",,"",,active,2025-02-28 17:39:32.205,2025-02-28 17:39:32.205
